stop_id,mode,stop_name,canonical_name,direction_code,aliases,match_status,matched_activity_id,longitude,latitude,activity_observed_at,evidence_count,match_as_of
bus-pegadaian-edf98ce4,bus,TPB Pegadaian,pegadaian,,TPB Pegadaian,unmatched,,,,,0,2026-09-12
bus-pelem-gurih-b79f91fc,bus,TPB Pelem Gurih,pelem gurih,,TPB Pelem Gurih,unmatched,,,,,0,2026-09-12
bus-perumahan-nogotirto-01efa425,bus,Perumahan Nogotirto,perumahan nogotirto,,Perumahan Nogotirto,matched_exact,6a8d2d6deca288692ef38ec7,110.33618856231715,-7.763668578125316,2026-08-25T05:51:41.604Z,1,2026-09-12
bus-pilar-1-gedong-kuning-kota-31b75629,bus,TPB Pilar 1 Gedong Kuning Kota,pilar 1 gedong kuning kota,,TPB Pilar 1 Gedong Kuning Kota,unmatched,,,,,0,2026-09-12
bus-pku-gamping-0fdc4be0,bus,PKU Gamping,pku gamping,,PKU Gamping,matched_exact,6a8aa9d50d6732db988c3145,110.31675772304908,-7.8019053630189745,2026-08-23T08:05:41.379Z,1,2026-09-12
bus-plaza-uny-9f5e7dd7,bus,Plaza UNY,plaza uny,,Plaza UNY,matched_exact,6a8e9ac146690fc6c68da2e3,110.38906775739389,-7.775019362075398,2026-08-26T07:50:25.686Z,1,2026-09-12
bus-plaza-uny-w-812d2136,bus,Plaza UNY (B),plaza uny,W,Plaza UNY (B),review_fuzzy,,,,,0,2026-09-12
bus-pln-gardu-induk-kentungan-ccdb7caf,bus,PLN Gardu Induk Kentungan,pln gardu induk kentungan,,PLN Gardu Induk Kentungan,unmatched,,,,,0,2026-09-12
bus-polsek-depok-timur-74b977a6,bus,TPB Polsek Depok Timur,polsek depok timur,,TPB Polsek Depok Timur,unmatched,,,,,0,2026-09-12
bus-polsek-godean-n-3c7bcc85,bus,Polsek Godean (U),polsek godean,N,Polsek Godean (U),unmatched,,,,,0,2026-09-12
bus-polsek-godean-s-0104f8d4,bus,Polsek Godean (S),polsek godean,S,Polsek Godean (S),unmatched,,,,,0,2026-09-12
bus-poltekkes-bsi-a1e35c13,bus,TPB Poltekkes BSI,poltekkes bsi,,TPB Poltekkes BSI,unmatched,,,,,0,2026-09-12
bus-ponpes-hamatul-quran-0542f85d,bus,TPB Ponpes Hamatul Quran,ponpes hamatul quran,,TPB Ponpes Hamatul Quran,unmatched,,,,,0,2026-09-12
bus-prayan-e-d22ce9c8,bus,Prayan (T),prayan,E,Prayan (T) | Prayan (Timur) | Halte Prayan (Timur),unmatched,,,,,0,2026-09-12
bus-prayan-w-756ecdc4,bus,Prayan (B),prayan,W,Prayan (B) | Prayan (Barat) | Halte Prayan (Barat),unmatched,,,,,0,2026-09-12
bus-progo-e27cb7fc,bus,Progo,progo,,Progo | Halte Progo,unmatched,,,,,0,2026-09-12
bus-psky-255eae47,bus,Halte PSKY,psky,,Halte PSKY,unmatched,,,,,0,2026-09-12
bus-purawisata-39337894,bus,TPB Purawisata,purawisata,,TPB Purawisata,unmatched,,,,,0,2026-09-12
bus-pusat-kuliner-belut-godean-7bc5eef1,bus,Pusat Kuliner Belut Godean,pusat kuliner belut godean,,Pusat Kuliner Belut Godean,unmatched,,,,,0,2026-09-12
bus-pusat-rehabilitasi-yakkum-c69b76c2,bus,Pusat Rehabilitasi YAKKUM,pusat rehabilitasi yakkum,,Pusat Rehabilitasi YAKKUM,unmatched,,,,,0,2026-09-12
bus-pusat-rehabilitasi-yakkum-halte-2-8dc4e258,bus,Pusat Rehabilitasi YAKKUM (Halte 2),pusat rehabilitasi yakkum halte 2,,Pusat Rehabilitasi YAKKUM (Halte 2),unmatched,,,,,0,2026-09-12
bus-puskesmas-ngaglik-1-halte-2-356048c0,bus,Puskesmas Ngaglik 1 (Halte 2),puskesmas ngaglik 1 halte 2,,Puskesmas Ngaglik 1 (Halte 2),unmatched,,,,,0,2026-09-12
bus-puskesmas-ngaglik-e-30242ad9,bus,Puskesmas Ngaglik (T),puskesmas ngaglik,E,Puskesmas Ngaglik (T),unmatched,,,,,0,2026-09-12
bus-puskesmas-ngaglik-i-ac4d2b11,bus,Puskesmas Ngaglik I,puskesmas ngaglik i,,Puskesmas Ngaglik I,unmatched,,,,,0,2026-09-12
bus-puskesmas-ngaglik-w-6d1129d1,bus,Puskesmas Ngaglik (B),puskesmas ngaglik,W,Puskesmas Ngaglik (B),unmatched,,,,,0,2026-09-12
bus-puskesmas-ngemplak-2-145b1653,bus,Puskesmas Ngemplak 2,puskesmas ngemplak 2,,Puskesmas Ngemplak 2,unmatched,,,,,0,2026-09-12
bus-puskesmas-ngemplak-2-halte-2-baf9532f,bus,Puskesmas Ngemplak 2 (Halte 2),puskesmas ngemplak 2 halte 2,,Puskesmas Ngemplak 2 (Halte 2),unmatched,,,,,0,2026-09-12
bus-puskesmas-ngemplak-n-e2f0f0c6,bus,Puskesmas Ngemplak (U),puskesmas ngemplak,N,Puskesmas Ngemplak (U),unmatched,,,,,0,2026-09-12
bus-puskesmas-ngemplak-s-a008b614,bus,Puskesmas Ngemplak (S),puskesmas ngemplak,S,Puskesmas Ngemplak (S),unmatched,,,,,0,2026-09-12
bus-raminten-boutique-cafe-ea7b41ba,bus,Raminten Boutique & Cafe,raminten boutique cafe,,Raminten Boutique & Cafe,unmatched,,,,,0,2026-09-12
bus-raminten-boutique-cafe-halte-2-0e5ed010,bus,Raminten Boutique & Cafe (Halte 2),raminten boutique cafe halte 2,,Raminten Boutique & Cafe (Halte 2),unmatched,,,,,0,2026-09-12
bus-raminten-e-eb1b3bbb,bus,Raminten (T),raminten,E,Raminten (T),unmatched,,,,,0,2026-09-12
bus-raminten-w-04c634dd,bus,Raminten (B),raminten,W,Raminten (B),unmatched,,,,,0,2026-09-12
bus-randubelang-e-f45783e6,bus,Randubelang (Timur),randubelang,E,Randubelang (Timur),unmatched,,,,,0,2026-09-12
bus-randubelang-w-52dbb8d9,bus,Randubelang (Barat),randubelang,W,Randubelang (Barat),unmatched,,,,,0,2026-09-12
bus-raya-kabunan-3b027ee4,bus,Halte Raya Kabunan,raya kabunan,,Halte Raya Kabunan,unmatched,,,,,0,2026-09-12
bus-re-martadinata-51558c5d,bus,TPB RE Martadinata,re martadinata,,TPB RE Martadinata,unmatched,,,,,0,2026-09-12
bus-rri-gejayan-5325a510,bus,RRI Gejayan,rri gejayan,,RRI Gejayan,matched_exact,6a8e9da652d86e03b51b5faa,110.38832712418196,-7.779318853852615,2026-08-26T08:02:46.495Z,1,2026-09-12
bus-rru-binamarga-74dcd5b9,bus,Halte TJ RRU (Binamarga),rru binamarga,,Halte TJ RRU (Binamarga),unmatched,,,,,0,2026-09-12
bus-rru-disnaker-eeaaa2dd,bus,TJ RRU Disnaker,rru disnaker,,TJ RRU Disnaker,unmatched,,,,,0,2026-09-12
bus-rru-instiper-1-baca4daa,bus,TPB RRU Instiper 1,rru instiper 1,,TPB RRU Instiper 1,unmatched,,,,,0,2026-09-12
bus-rru-instiper-2-ea07186b,bus,Halte RRU Instiper 2,rru instiper 2,,Halte RRU Instiper 2,unmatched,,,,,0,2026-09-12
bus-rru-kentungan-132fb3e0,bus,Halte TJ RRU Kentungan,rru kentungan,,Halte TJ RRU Kentungan,matched_exact,6a8edc3b52d86e03b51b9e7e,110.38472856675907,-7.756059639836536,2026-08-26T12:29:47.965Z,1,2026-09-12
bus-rru-manggung-53668e66,bus,TPB RRU Manggung,rru manggung,,TPB RRU Manggung,review_fuzzy,,,,,0,2026-09-12
bus-rs-bethesda-634b544c,bus,Halte RS Bethesda,rs bethesda,,Halte RS Bethesda,matched_exact,6a82a6e438bb192425f4b896,110.37788045948008,-7.783092673752378,2026-08-17T06:15:00.246Z,1,2026-09-12
bus-rs-bhayangkara-c2217522,bus,RS Bhayangkara,rs bhayangkara,,RS Bhayangkara | TPB Rs. Bhayangkara,review_fuzzy,,,,,0,2026-09-12
bus-rs-dr-s-hardjolukito-f33f9e2c,bus,Halte RS dr.S.HARDJOLUKITO,rs dr s hardjolukito,,Halte RS dr.S.HARDJOLUKITO,unmatched,,,,,0,2026-09-12
bus-rs-hardjolukito-9e48d6f4,bus,RS Hardjolukito,rs hardjolukito,,RS Hardjolukito,unmatched,,,,,0,2026-09-12
bus-rs-kemasan-b3d3f265,bus,RS Kemasan,rs kemasan,,RS Kemasan,unmatched,,,,,0,2026-09-12
bus-rs-kemasan-e-e928a0fb,bus,RS Kemasan (T),rs kemasan,E,RS Kemasan (T),unmatched,,,,,0,2026-09-12
bus-rs-kemasan-halte-2-d40e54c3,bus,RS Kemasan (Halte 2),rs kemasan halte 2,,RS Kemasan (Halte 2),unmatched,,,,,0,2026-09-12
bus-rs-kemasan-w-62b71712,bus,RS Kemasan (B),rs kemasan,W,RS Kemasan (B),unmatched,,,,,0,2026-09-12
bus-rs-panti-nugroho-5e1208a0,bus,RS Panti Nugroho,rs panti nugroho,,RS Panti Nugroho,review_fuzzy,,,,,0,2026-09-12
bus-rs-panti-nugroho-w-d4c819de,bus,RS Panti Nugroho (B),rs panti nugroho,W,RS Panti Nugroho (B),review_fuzzy,,,,,0,2026-09-12
bus-rs-panti-rapih-s-d7666844,bus,RS Panti Rapih (S),rs panti rapih,S,RS Panti Rapih (S),review_fuzzy,,,,,0,2026-09-12
bus-rs-queen-latifa-f8657100,bus,RS Queen Latifa,rs queen latifa,,RS Queen Latifa,unmatched,,,,,0,2026-09-12
bus-rs-sardjito-e-a2691dbb,bus,RS Sardjito (T),rs sardjito,E,RS Sardjito (T) | Halte RS Sardjito (Timur),review_fuzzy,,,,,0,2026-09-12
bus-rs-sardjito-w-0ad8bcca,bus,RS Sardjito (B),rs sardjito,W,RS Sardjito (B) | Halte RS Sardjito (Barat),review_fuzzy,,,,,0,2026-09-12
bus-rsi-hidayatullah-f2e5ddcc,bus,Halte Rsi Hidayatullah,rsi hidayatullah,,Halte Rsi Hidayatullah,unmatched,,,,,0,2026-09-12
bus-rsu-gramedika-2-cb945382,bus,RSU Gramedika 2,rsu gramedika 2,,RSU Gramedika 2,unmatched,,,,,0,2026-09-12
bus-rsu-gramedika-268ded80,bus,RSU Gramedika,rsu gramedika,,RSU Gramedika,unmatched,,,,,0,2026-09-12
bus-rsu-gramedika-n-bf416e83,bus,RSU Gramedika (U),rsu gramedika,N,RSU Gramedika (U),unmatched,,,,,0,2026-09-12
bus-rsu-gramedika-s-d662374f,bus,RSU Gramedika (S),rsu gramedika,S,RSU Gramedika (S),unmatched,,,,,0,2026-09-12
bus-ruba-graha-1-1f748207,bus,TPB Ruba Graha 1,ruba graha 1,,TPB Ruba Graha 1,unmatched,,,,,0,2026-09-12
bus-ruba-graha-2-31bc4852,bus,TPB Ruba Graha 2,ruba graha 2,,TPB Ruba Graha 2,unmatched,,,,,0,2026-09-12
bus-ruko-babarsari-3ba71551,bus,TPB Ruko Babarsari,ruko babarsari,,TPB Ruko Babarsari,unmatched,,,,,0,2026-09-12
bus-ruko-bayeman-1-0f4e80e5,bus,TPB Ruko Bayeman 1,ruko bayeman 1,,TPB Ruko Bayeman 1,unmatched,,,,,0,2026-09-12
bus-ruko-bayeman-2-23c4a9d2,bus,TPB Ruko Bayeman 2,ruko bayeman 2,,TPB Ruko Bayeman 2,unmatched,,,,,0,2026-09-12
bus-salakan-druwo-4c17bc86,bus,Salakan Druwo,salakan druwo,,Salakan Druwo,unmatched,,,,,0,2026-09-12
bus-samirono-s-21198e04,bus,Samirono (S),samirono,S,Samirono (S),review_fuzzy,,,,,0,2026-09-12
bus-samsat-4b659405,bus,Halte Samsat,samsat,,Halte Samsat,matched_exact,6a8a7c760d6732db988bef49,110.3598252281177,-7.787233112145842,2026-08-23T04:52:06.633Z,1,2026-09-12
bus-sanata-dharma-25692b3b,bus,Halte Sanata Dharma,sanata dharma,,Halte Sanata Dharma,matched_exact,6a8e970046690fc6c68d9f71,110.38929278399246,-7.775092965334977,2026-08-26T07:34:24.519Z,1,2026-09-12
bus-sanata-dharma-e-fb763e5c,bus,Sanata Dharma (T),sanata dharma,E,Sanata Dharma (T),review_fuzzy,,,,,0,2026-09-12
bus-santren-1292f082,bus,Santren,santren,,Santren | Halte Santren,review_fuzzy,,,,,0,2026-09-12
bus-santren-w-d0361cb1,bus,Santren (B),santren,W,Santren (B),review_fuzzy,,,,,0,2026-09-12
bus-saudagaran-cf7f3da6,bus,Halte Saudagaran,saudagaran,,Halte Saudagaran,matched_exact,6a8d4dbb52d86e03b51aa8ae,110.35353826170126,-7.792417567752096,2026-08-25T08:09:31.004Z,1,2026-09-12
bus-sd-n-1-depok-4283089a,bus,SD N 1 Depok,sd n 1 depok,,SD N 1 Depok,unmatched,,,,,0,2026-09-12
bus-sd-n-percobaan-3-pakem-6d3873f6,bus,SD N Percobaan 3 Pakem,sd n percobaan 3 pakem,,SD N Percobaan 3 Pakem,unmatched,,,,,0,2026-09-12
bus-sd-negeri-selomulyo-halte-2-e4b1ce33,bus,SD Negeri Selomulyo (Halte 2),sd negeri selomulyo halte 2,,SD Negeri Selomulyo (Halte 2),unmatched,,,,,0,2026-09-12
bus-sd-unggulan-aisyiyah-1-66442619,bus,SD Unggulan Aisyiyah 1,sd unggulan aisyiyah 1,,SD Unggulan Aisyiyah 1,review_fuzzy,,,,,0,2026-09-12
bus-sd-unggulan-aisyiyah-2-873ecdff,bus,SD Unggulan Aisyiyah 2,sd unggulan aisyiyah 2,,SD Unggulan Aisyiyah 2,review_fuzzy,,,,,0,2026-09-12
bus-sdn-1-demak-ijo-2-4199d9d2,bus,SDN 1 Demak Ijo 2,sdn 1 demak ijo 2,,SDN 1 Demak Ijo 2,unmatched,,,,,0,2026-09-12
bus-sdn-1-demak-ijo-c2c3b953,bus,SDN 1 Demak Ijo,sdn 1 demak ijo,,SDN 1 Demak Ijo,unmatched,,,,,0,2026-09-12
bus-sdn-1-demak-ijo-n-6c5c9e34,bus,SDN 1 Demak Ijo (U),sdn 1 demak ijo,N,SDN 1 Demak Ijo (U),unmatched,,,,,0,2026-09-12
bus-sdn-1-demak-ijo-s-62cb8e60,bus,SDN 1 Demak Ijo (S),sdn 1 demak ijo,S,SDN 1 Demak Ijo (S),unmatched,,,,,0,2026-09-12
bus-sdn-1-depok-e-a96ed8de,bus,SDN 1 Depok (T),sdn 1 depok,E,SDN 1 Depok (T),unmatched,,,,,0,2026-09-12
bus-sdn-1-depok-w-0e6bec37,bus,SDN 1 Depok (B),sdn 1 depok,W,SDN 1 Depok (B),unmatched,,,,,0,2026-09-12
bus-sdn-gedong-tengen-fb792715,bus,SDN Gedong Tengen,sdn gedong tengen,,SDN Gedong Tengen,unmatched,,,,,0,2026-09-12
bus-sdn-kintelan-e54b7bb2,bus,SDN Kintelan,sdn kintelan,,SDN Kintelan,unmatched,,,,,0,2026-09-12
bus-sdn-percobaan-3-pakem-cdf97104,bus,SDN Percobaan 3 Pakem,sdn percobaan 3 pakem,,SDN Percobaan 3 Pakem,unmatched,,,,,0,2026-09-12
bus-sdn-percobaan-3-pakem-e-591b75a7,bus,SDN Percobaan 3 Pakem (T),sdn percobaan 3 pakem,E,SDN Percobaan 3 Pakem (T),unmatched,,,,,0,2026-09-12
bus-sdn-selomulyo-b39b4b23,bus,SDN Selomulyo,sdn selomulyo,,SDN Selomulyo,unmatched,,,,,0,2026-09-12
bus-sdn-selomulyo-n-4159e337,bus,SDN Selomulyo (U),sdn selomulyo,N,SDN Selomulyo (U),unmatched,,,,,0,2026-09-12
bus-sdn-selomulyo-s-70488509,bus,SDN Selomulyo (S),sdn selomulyo,S,SDN Selomulyo (S),unmatched,,,,,0,2026-09-12
bus-selokan-mataram-maguwo-6164f755,bus,Selokan Mataram Maguwo,selokan mataram maguwo,,Selokan Mataram Maguwo,unmatched,,,,,0,2026-09-12
bus-senopati-6e9010fe,bus,Senopati,senopati,,Senopati,matched_exact,6a86b6920235f477d358d80f,110.36696624452418,-7.801559756808792,2026-08-20T08:10:58.582Z,1,2026-09-12
bus-sgm-kusumanegara-n-ff7fc910,bus,SGM Kusumanegara (Utara),sgm kusumanegara,N,SGM Kusumanegara (Utara),unmatched,,,,,0,2026-09-12
bus-sgm-kusumanegara-s-c3683ba7,bus,SGM Kusumanegara (Selatan),sgm kusumanegara,S,SGM Kusumanegara (Selatan) | Halte SGM Kusumanegara (Selatan),unmatched,,,,,0,2026-09-12
bus-simpang-babadan-2-e5b06fc4,bus,Simpang Babadan 2,simpang babadan 2,,Simpang Babadan 2,unmatched,,,,,0,2026-09-12
bus-simpang-babadan-c39aa2ae,bus,Simpang Babadan,simpang babadan,,Simpang Babadan,unmatched,,,,,0,2026-09-12
bus-simpang-babadan-e-3395a15a,bus,Simpang Babadan (T),simpang babadan,E,Simpang Babadan (T),unmatched,,,,,0,2026-09-12
bus-simpang-babadan-w-27e9420a,bus,Simpang Babadan (B),simpang babadan,W,Simpang Babadan (B),unmatched,,,,,0,2026-09-12
bus-simpang-bantulan-n-a468e92b,bus,Simpang Bantulan (U),simpang bantulan,N,Simpang Bantulan (U),unmatched,,,,,0,2026-09-12
bus-simpang-bantulan-s-6078c446,bus,Simpang Bantulan (S),simpang bantulan,S,Simpang Bantulan (S),unmatched,,,,,0,2026-09-12
bus-simpang-besi-jakal-e-f8dc4eec,bus,Simpang Besi Jakal (T),simpang besi jakal,E,Simpang Besi Jakal (T),unmatched,,,,,0,2026-09-12
bus-simpang-besi-jakal-w-586c481c,bus,Simpang Besi Jakal (B),simpang besi jakal,W,Simpang Besi Jakal (B),unmatched,,,,,0,2026-09-12
bus-simpang-besi-jangkang-2-3ce47645,bus,Simpang Besi Jangkang 2,simpang besi jangkang 2,,Simpang Besi Jangkang 2,unmatched,,,,,0,2026-09-12
bus-simpang-besi-jangkang-4d0a717a,bus,Simpang Besi Jangkang,simpang besi jangkang,,Simpang Besi Jangkang,unmatched,,,,,0,2026-09-12
bus-simpang-degolan-e-2f99e19e,bus,Simpang Degolan (T),simpang degolan,E,Simpang Degolan (T),unmatched,,,,,0,2026-09-12
bus-simpang-degolan-w-7a0abd76,bus,Simpang Degolan (B),simpang degolan,W,Simpang Degolan (B),unmatched,,,,,0,2026-09-12
bus-simpang-demak-ijo-d6a576b5,bus,Portabel Simpang Demak Ijo,simpang demak ijo,,Portabel Simpang Demak Ijo,unmatched,,,,,0,2026-09-12
bus-simpang-diklat-diy-4f84a321,bus,TPB Simpang Diklat DIY,simpang diklat diy,,TPB Simpang Diklat DIY,review_fuzzy,,,,,0,2026-09-12
bus-simpang-dogolan-2-b22541ba,bus,Simpang Dogolan 2,simpang dogolan 2,,Simpang Dogolan 2,unmatched,,,,,0,2026-09-12
bus-simpang-dogolan-dab8862a,bus,Simpang Dogolan,simpang dogolan,,Simpang Dogolan,unmatched,,,,,0,2026-09-12
bus-simpang-dongkelan-d0234b3a,bus,Simpang Dongkelan,simpang dongkelan,,Simpang Dongkelan,unmatched,,,,,0,2026-09-12
bus-simpang-dongkelan-halte-2-40d99d82,bus,Simpang Dongkelan (Halte 2),simpang dongkelan halte 2,,Simpang Dongkelan (Halte 2),unmatched,,,,,0,2026-09-12
bus-simpang-gesikan-2-fc161a14,bus,Simpang Gesikan 2,simpang gesikan 2,,Simpang Gesikan 2,unmatched,,,,,0,2026-09-12
bus-simpang-gesikan-3cb84e29,bus,Simpang Gesikan,simpang gesikan,,Simpang Gesikan,unmatched,,,,,0,2026-09-12
bus-simpang-gesikan-n-5f50bca2,bus,Simpang Gesikan (U),simpang gesikan,N,Simpang Gesikan (U),unmatched,,,,,0,2026-09-12
bus-simpang-gesikan-s-97fee7b8,bus,Simpang Gesikan (S),simpang gesikan,S,Simpang Gesikan (S),unmatched,,,,,0,2026-09-12
bus-simpang-godean-nogotirto-1b7226f0,bus,Simpang Godean Nogotirto,simpang godean nogotirto,,Simpang Godean Nogotirto,unmatched,,,,,0,2026-09-12
bus-simpang-gose-halte-1-986d3737,bus,Simpang Gose (Halte 1),simpang gose halte 1,,Simpang Gose (Halte 1),review_fuzzy,,,,,0,2026-09-12
bus-simpang-gose-halte-2-9d1af7ff,bus,Simpang Gose (Halte 2),simpang gose halte 2,,Simpang Gose (Halte 2),review_fuzzy,,,,,0,2026-09-12
bus-simpang-kabunan-9d1322f0,bus,Simpang Kabunan,simpang kabunan,,Simpang Kabunan,unmatched,,,,,0,2026-09-12
bus-simpang-kabunan-halte-2-36d11693,bus,Simpang Kabunan (Halte 2),simpang kabunan halte 2,,Simpang Kabunan (Halte 2),unmatched,,,,,0,2026-09-12
bus-simpang-kabunan-n-7a88e0fe,bus,Simpang Kabunan (U),simpang kabunan,N,Simpang Kabunan (U),unmatched,,,,,0,2026-09-12
bus-simpang-kasongan-e0220233,bus,Simpang Kasongan,simpang kasongan,,Simpang Kasongan,review_fuzzy,,,,,0,2026-09-12
bus-simpang-kasongan-halte-2-57f682a0,bus,Simpang Kasongan (Halte 2),simpang kasongan halte 2,,Simpang Kasongan (Halte 2),review_fuzzy,,,,,0,2026-09-12
bus-simpang-kenti-e-7adc0592,bus,Simpang Kenti (T),simpang kenti,E,Simpang Kenti (T),unmatched,,,,,0,2026-09-12
bus-simpang-kenti-w-9f31bb58,bus,Simpang Kenti (B),simpang kenti,W,Simpang Kenti (B),unmatched,,,,,0,2026-09-12
bus-simpang-losari-cozy-51845a25,bus,Simpang Losari (Cozy),simpang losari cozy,,Simpang Losari (Cozy),unmatched,,,,,0,2026-09-12
bus-simpang-losari-n-66931fad,bus,Simpang Losari (U),simpang losari,N,Simpang Losari (U),unmatched,,,,,0,2026-09-12
bus-simpang-losari-s-6d79dc16,bus,Simpang Losari (S),simpang losari,S,Simpang Losari (S),unmatched,,,,,0,2026-09-12
bus-simpang-mandungan-iwak-kalen-2-e86f2aa4,bus,Simpang Mandungan (Iwak Kalen) 2,simpang mandungan iwak kalen 2,,Simpang Mandungan (Iwak Kalen) 2,unmatched,,,,,0,2026-09-12
bus-simpang-mandungan-iwak-kalen-9f9a83fc,bus,Simpang Mandungan (Iwak Kalen),simpang mandungan iwak kalen,,Simpang Mandungan (Iwak Kalen),unmatched,,,,,0,2026-09-12
bus-simpang-mandungan-n-8202f0dc,bus,Simpang Mandungan (U),simpang mandungan,N,Simpang Mandungan (U),unmatched,,,,,0,2026-09-12
bus-simpang-mandungan-s-47f3abcf,bus,Simpang Mandungan (S),simpang mandungan,S,Simpang Mandungan (S),unmatched,,,,,0,2026-09-12
bus-simpang-munggur-94a899fe,bus,Simpang Munggur,simpang munggur,,Simpang Munggur,unmatched,,,,,0,2026-09-12
bus-simpang-munggur-n-d001f974,bus,Simpang Munggur (U),simpang munggur,N,Simpang Munggur (U),unmatched,,,,,0,2026-09-12
bus-simpang-munggur-s-cd527d2a,bus,Simpang Munggur (S),simpang munggur,S,Simpang Munggur (S),unmatched,,,,,0,2026-09-12
bus-simpang-munggur-sidomoyo-153bef9c,bus,Simpang Munggur Sidomoyo,simpang munggur sidomoyo,,Simpang Munggur Sidomoyo,unmatched,,,,,0,2026-09-12
bus-simpang-nogotirto-a8516abc,bus,Halte Simpang Nogotirto,simpang nogotirto,,Halte Simpang Nogotirto,unmatched,,,,,0,2026-09-12
bus-simpang-palem-raya-e-c72c93bc,bus,Simpang Palem Raya (T),simpang palem raya,E,Simpang Palem Raya (T) | Simpang Palem Raya (Timur),unmatched,,,,,0,2026-09-12
bus-simpang-palem-raya-w-c647ecce,bus,Simpang Palem Raya (B),simpang palem raya,W,Simpang Palem Raya (B),unmatched,,,,,0,2026-09-12
bus-simpang-pasar-jangkang-6b931381,bus,Simpang Pasar Jangkang,simpang pasar jangkang,,Simpang Pasar Jangkang,unmatched,,,,,0,2026-09-12
bus-simpang-pasar-jangkang-halte-2-b656e0eb,bus,Simpang Pasar Jangkang (Halte 2),simpang pasar jangkang halte 2,,Simpang Pasar Jangkang (Halte 2),unmatched,,,,,0,2026-09-12
bus-simpang-polsek-godean-2-a9bcfcc0,bus,Simpang Polsek Godean 2,simpang polsek godean 2,,Simpang Polsek Godean 2,unmatched,,,,,0,2026-09-12
bus-simpang-polsek-godean-e69bfb23,bus,Simpang Polsek Godean,simpang polsek godean,,Simpang Polsek Godean,unmatched,,,,,0,2026-09-12
bus-simpang-selomartani-2-71176374,bus,Simpang Selomartani 2,simpang selomartani 2,,Simpang Selomartani 2,unmatched,,,,,0,2026-09-12
bus-simpang-selomartani-884b05f3,bus,Simpang Selomartani,simpang selomartani,,Simpang Selomartani,unmatched,,,,,0,2026-09-12
bus-simpang-selomartani-n-8a80108b,bus,Simpang Selomartani (U),simpang selomartani,N,Simpang Selomartani (U),unmatched,,,,,0,2026-09-12
bus-simpang-wojo-1-45f7fc67,bus,TPB Simpang Wojo 1,simpang wojo 1,,TPB Simpang Wojo 1,review_fuzzy,,,,,0,2026-09-12
bus-sma-1-yogyakarta-a1494736,bus,Halte SMA 1 Yogyakarta,sma 1 yogyakarta,,Halte SMA 1 Yogyakarta,review_fuzzy,,,,,0,2026-09-12
bus-sma-5-7ee38138,bus,TPB SMA 5,sma 5,,TPB SMA 5,unmatched,,,,,0,2026-09-12
bus-sma-budi-mulia-dua-4466124f,bus,SMA Budi Mulia Dua,sma budi mulia dua,,SMA Budi Mulia Dua,unmatched,,,,,0,2026-09-12
bus-sma-budi-mulia-dua-halte-2-a875f96a,bus,SMA Budi Mulia Dua (Halte 2),sma budi mulia dua halte 2,,SMA Budi Mulia Dua (Halte 2),unmatched,,,,,0,2026-09-12
bus-sma-muhammadiyah-3-6d7172c5,bus,SMA Muhammadiyah 3,sma muhammadiyah 3,,SMA Muhammadiyah 3,unmatched,,,,,0,2026-09-12
bus-sma-n-1-bantul-2-5de4317a,bus,Halte SMA N 1 Bantul 2,sma n 1 bantul 2,,Halte SMA N 1 Bantul 2,review_fuzzy,,,,,0,2026-09-12
bus-sma-n-1-bantul-i-bd617eae,bus,SMA N 1 Bantul I,sma n 1 bantul i,,SMA N 1 Bantul I,review_fuzzy,,,,,0,2026-09-12
bus-sma-negeri-2-ngaglik-9e9eeab5,bus,SMA Negeri 2 Ngaglik,sma negeri 2 ngaglik,,SMA Negeri 2 Ngaglik,unmatched,,,,,0,2026-09-12
bus-sma-negeri-2-ngaglik-halte-2-da0e0964,bus,SMA Negeri 2 Ngaglik (Halte 2),sma negeri 2 ngaglik halte 2,,SMA Negeri 2 Ngaglik (Halte 2),unmatched,,,,,0,2026-09-12
bus-sman-1-kasihan-e-713cf506,bus,SMAN 1 Kasihan (Timur),sman 1 kasihan,E,SMAN 1 Kasihan (Timur),review_fuzzy,,,,,0,2026-09-12
bus-sman-1-kasihan-w-23845f53,bus,SMAN 1 Kasihan (Barat),sman 1 kasihan,W,SMAN 1 Kasihan (Barat),review_fuzzy,,,,,0,2026-09-12
bus-sman-1-w-f37b3466,bus,SMAN 1 (B),sman 1,W,SMAN 1 (B),review_fuzzy,,,,,0,2026-09-12
bus-sman-2-ngaglik-n-2e4cef65,bus,SMAN 2 Ngaglik (U),sman 2 ngaglik,N,SMAN 2 Ngaglik (U),unmatched,,,,,0,2026-09-12
bus-sman-2-ngaglik-s-a47bf6f9,bus,SMAN 2 Ngaglik (S),sman 2 ngaglik,S,SMAN 2 Ngaglik (S),unmatched,,,,,0,2026-09-12
bus-smk-n-3-b9368922,bus,SMK N 3,smk n 3,,SMK N 3,review_fuzzy,,,,,0,2026-09-12
bus-smk-n-5-n-5d2e3d5f,bus,SMK N 5 (Utara),smk n 5,N,SMK N 5 (Utara),unmatched,,,,,0,2026-09-12
bus-smk-n-5-s-0d099053,bus,SMK N 5 (Selatan),smk n 5,S,SMK N 5 (Selatan),unmatched,,,,,0,2026-09-12
bus-smk-seni-1-4ee60558,bus,TPB SMK Seni 1,smk seni 1,,TPB SMK Seni 1,review_fuzzy,,,,,0,2026-09-12
